Reference Name	Group	Depth	Breadth	Total reference bases
Faecalibacterium prausnitzii M21/2  	Bacteria	89.3933184990133	93.3396184117406	3126983
Ruminococcus torques ATCC 27756  	Bacteria	83.6306724231458	92.1840720214528	2739406
Ruminococcus albus 8	Bacteria	22.1729884880868	9.29728172520938	4373730
Acidaminococcus sp. D21 	Bacteria	21.0499249432664	94.9122209155716	2238973
Eubacterium rectale ATCC 33656 	Bacteria	14.14	81.6721236866555	3449685
Bacteroides cellulosilyticus DSM 14838 	Bacteria	14.0780188984441	77.7960378623034	6726268
Faecalibacterium prausnitzii A2-165 	Bacteria	13.1630346894638	47.4889226963087	3080849
Bifidobacterium longum subsp. infantis CCUG 52486  	Bacteria	11.4075892053127	81.5615615615616	2480850
Alistipes putredinis DSM 17216  	Bacteria	11.3434954378209	78.8620475175675	2549878
Bacteroides vulgatus PC510	Bacteria	11.0843890104402	84.217648862267	4781702
Bifidobacterium longum infantis ATCC 55813	Bacteria	11.0482066877292	83.211989522438	2396359
Bacteroides vulgatus ATCC 8482 	Bacteria	10.02	78.5827712291764	5163189
Bacteroides uniformis ATCC 8492	Bacteria	9.77600928579136	80.5832667508549	9434414
Bacteroides sp. 4_3_47FAA  	Bacteria	8.6305281237691	72.0022192511618	5344145
Eubacterium ventriosum ATCC 27560  	Bacteria	8.52391678906643	10.1406247005344	2869695
Anaerotruncus colihominis DSM 17241 	Bacteria	8.14196120722108	17.6511365763099	3718888
Ruminococcus sp. 5_1_39BFAA	Bacteria	8.09150046395063	89.3441577079602	3801051
Eubacterium siraeum DSM 15702  	Bacteria	7.60673667456251	17.9874952428361	2695934
Bacteroides sp. D2  	Bacteria	6.98876392135341	46.445693420556	17733459
Ruminococcus flavefaciens FD-1  	Bacteria	6.96241887367697	4.76787691468093	4573608
Clostridium nexile DSM 1787  	Bacteria	5.72734660773226	22.6265573621037	3861016
Coprococcus comes ATCC 27758  	Bacteria	5.00028420628513	71.0328921876616	3238915
Clostridium spiroforme DSM 1552  	Bacteria	4.92569347373962	86.250167000002	2507485
Bifidobacterium longum subsp. longum JDM301 	Bacteria	4.18	49.1652803774904	2477838
Roseburia inulinivorans DSM 16841  	Bacteria	4.01078871186144	47.7797494455919	4048462
Bacteroides sp. 2_1_22  	Bacteria	3.94576597065974	60.0878949454825	5912968
Bacteroides sp. D1	Bacteria	3.84507747092669	59.1928992667489	5986762
Bacteroides xylanisolvens SD CC 1b 	Bacteria	3.75708817369252	61.1725743306888	6059812
Bacteroides ovatus SD CC 2a	Bacteria	3.74612162775499	60.9650626310081	6050198
Erysipelotrichaceae bacterium 5_2_54FAA	Bacteria	3.69727048121437	15.6142470063039	3193878
Roseburia intestinalis L1-82  	Bacteria	3.67009022353861	66.1077573661593	4380675
Eubacterium hallii DSM 3353  	Bacteria	3.4659129606964	71.5453923371526	3290996
Bacteroides sp. 2_2_4	Bacteria	3.35566675970227	32.6937581464829	7101224
Coprococcus eutactus ATCC 27759  	Bacteria	3.26350245496016	8.49054201252254	3102087
Bacteroides capillosus ATCC 29799 	Bacteria	3.1704682529074	24.6341869932786	4241853
Ruminococcus obeum ATCC 29174  	Bacteria	3.14113448034987	51.1258010300416	3624708
Bacteroides pectinophilus ATCC 43243 	Bacteria	3.06203627071788	13.8685967332622	3025526
Dorea longicatena DSM 13814  	Bacteria	3.01298312909491	45.1049871423654	2913833
Clostridium leptum DSM 753  	Bacteria	3.0096019826862	45.0776105628283	3270109
Subdoligranulum variabile DSM 15176  	Bacteria	2.90701493542336	24.3192294232134	3237471
Bacteroides sp. 20_3 	Bacteria	2.8608920101407	56.0794003235882	5749901
Dorea formicigenerans ATCC 27755  	Bacteria	2.84460476687138	24.2308062915898	3186031
Bacteroides ovatus SD CMC 3f	Bacteria	2.82122854719341	32.3536787193561	6775279
Bacteroides sp. 3_1_23 	Bacteria	2.78222378284765	25.6139939737842	6520178
Ruminococcus gnavus ATCC 29149  	Bacteria	2.73645071505244	64.1773877177347	3501911
Bifidobacterium longum subsp. infantis ATCC 15697 	Bacteria	2.71	33.4867767976537	2832748
Ruminococcus lactaris ATCC 29176  	Bacteria	2.67169196277294	24.193630517248	2729735
Megasphaera genomosp. type_1 str. 28L 	Bacteria	2.65087253656448	1.82499448208982	1726197
Clostridium sp. SS2/1 	Bacteria	2.58668489431877	59.0752283788563	3141381
Bacteroides ovatus ATCC 8483 	Bacteria	2.52184666531233	25.7008442762366	6463169
Bacteroides sp. 1_1_6  	Bacteria	2.51857058063198	56.840176472117	6695222
Bacteroides sp. 9_1_42FAA	Bacteria	2.51702440702275	22.0518851984938	5622644
Clostridium sp. L2-50  	Bacteria	2.47400226666793	11.9911337266377	2954116
Butyrivibrio crossotus DSM 2876  	Bacteria	2.4681114318523	11.5072110379005	2482791
Bacteroides fragilis 3_1_12	Bacteria	2.43929182123699	8.21818352782899	5530115
Bacteroides sp. 1_1_14 	Bacteria	2.19618205069974	55.368790510832	6446424
Bacteroides sp. 3_2_5  	Bacteria	2.18406251065819	64.1028339539691	5131029
Clostridium sp. M62/1  	Bacteria	2.15439093227127	19.4442868541407	3842594
Bacteroides intestinalis DSM 17393 	Bacteria	2.0571762926189	19.6246040541943	6052596
Bacteroides fragilis YCH46 	Bacteria	2.02511177388773	62.9474354122301	5310990
