Reference Name	Group	Depth	Breadth	Total reference bases
Butyrivibrio crossotus DSM 2876  	Bacteria	111.61997098024	88.9286291113509	2482791
Prevotella copri DSM 18205  	Bacteria	78.6775495007944	79.3378209530391	3507873
Clostridium sp. L2-50  	Bacteria	70.7065227228721	92.5766286767344	2954116
Alistipes putredinis DSM 17216  	Bacteria	67.1533899778734	88.3803852576476	2549878
Bacteroides uniformis ATCC 8492	Bacteria	40.2904787568152	83.1477185546447	9434414
Parabacteroides merdae ATCC 43184 	Bacteria	40.0354992230154	97.5287220290635	4431877
Faecalibacterium prausnitzii M21/2  	Bacteria	32.9506848869981	92.2960246346079	3126983
Faecalibacterium prausnitzii A2-165 	Bacteria	21.0865079333651	90.4213091910704	3080849
Bacteroides sp. D2  	Bacteria	20.6791041008976	66.09177036471	17733459
Bacteroides sp. 4_3_47FAA  	Bacteria	13.4698273213021	77.9113216426575	5344145
Roseburia inulinivorans DSM 16841  	Bacteria	12.6541270265103	83.4037963058564	4048462
Bacteroides caccae ATCC 43185  	Bacteria	11.9998307729515	89.8793466721755	4564814
Bacteroides vulgatus ATCC 8482 	Bacteria	11.7	76.345955958614	5163189
Bacteroides vulgatus PC510	Bacteria	11.6377781091335	80.3885938521472	4781702
Eubacterium eligens ATCC 27750 	Bacteria	10.5525244853321	80.5001714706104	2831389
Bacteroides sp. 1_1_14 	Bacteria	8.8870742926621	71.6965561061451	6446424
Bacteroides ovatus SD CMC 3f	Bacteria	8.77436352805544	82.8641005042006	6775279
Bacteroides sp. 1_1_6  	Bacteria	8.38611373304724	71.4266830883278	6695222
Bacteroides thetaiotaomicron VPI-5482 	Bacteria	8.01051546231218	74.6981241774119	6293399
Bacteroides sp. 2_2_4	Bacteria	7.50268665796206	75.172618128931	7101224
Eubacterium rectale ATCC 33656 	Bacteria	7.34	79.6972767078733	3449685
Bacteroides sp. 2_1_22  	Bacteria	6.98246589191756	81.2876545247666	5912968
Bacteroides xylanisolvens SD CC 1b 	Bacteria	6.84701733321099	81.2680987462977	6059812
Bacteroides sp. D1	Bacteria	6.84064970513276	79.9704915612146	5986762
Bacteroides capillosus ATCC 29799 	Bacteria	6.81624465534284	31.1177450043648	4241853
Bacteroides ovatus SD CC 2a	Bacteria	6.81155974399516	81.1745499899342	6050198
Roseburia intestinalis L1-82  	Bacteria	6.69220356451917	44.2006996638646	4380675
Subdoligranulum variabile DSM 15176  	Bacteria	6.61604271976491	33.9260490673121	3237471
Bacteroides sp. 9_1_42FAA	Bacteria	6.5761506668393	42.6102559578732	5622644
Bacteroides finegoldii DSM 17565  	Bacteria	6.50978666916843	83.2619915889323	4881901
Anaerotruncus colihominis DSM 17241 	Bacteria	6.38667015516466	16.9632427757975	3718888
Bacteroides intestinalis DSM 17393 	Bacteria	6.09230551650895	70.5712391839799	6052596
Bacteroides stercoris ATCC 43183 	Bacteria	5.92769106229652	81.9083419779713	4009229
Bacteroides pectinophilus ATCC 43243 	Bacteria	5.71744723396857	20.4090462286558	3025526
Bacteroides coprophilus DSM 18228 	Bacteria	5.66651214140632	17.7259526337181	3855443
Eubacterium siraeum DSM 15702  	Bacteria	5.23822799816316	87.4235422677261	2695934
