Reference Name	Group	Depth	Breadth	Total reference bases
Alistipes putredinis DSM 17216  	Bacteria	95.6018218989301	86.5260220292893	2549878
Bacteroides caccae ATCC 43185  	Bacteria	70.0903518938559	91.3637664097595	4564814
Bacteroides stercoris ATCC 43183 	Bacteria	53.7302448775064	83.3201096769479	4009229
Bacteroides finegoldii DSM 17565  	Bacteria	46.2808870294584	75.0870204045514	4881901
Bacteroides sp. 1_1_6  	Bacteria	30.8014613585629	90.2386657231082	6695222
Bacteroides sp. 1_1_14 	Bacteria	29.5969553197245	83.5643916689315	6446424
Bacteroides thetaiotaomicron VPI-5482 	Bacteria	29.1907327868454	91.9686325306881	6293399
Faecalibacterium prausnitzii A2-165 	Bacteria	23.7153709610565	94.8552817746017	3080849
Faecalibacterium prausnitzii M21/2  	Bacteria	20.7806436363741	93.76779470819	3126983
Bacteroides sp. D2  	Bacteria	19.0388653567248	74.5303553018055	17733459
Bacteroides uniformis ATCC 8492	Bacteria	18.0711708178166	85.9764899017575	9434414
Bacteroides sp. 4_3_47FAA  	Bacteria	17.4386647985786	82.2449054058226	5344145
Bacteroides vulgatus PC510	Bacteria	16.9302249910178	89.0138281306531	4781702
Bacteroides vulgatus ATCC 8482 	Bacteria	16.33	85.8770422698065	5163189
Bacteroides sp. 2_2_4	Bacteria	15.0710000543568	75.1171206541295	7101224
Bacteroides coprophilus DSM 18228 	Bacteria	15.005617725382	16.5559444141698	3855443
Eubacterium rectale ATCC 33656 	Bacteria	14.83	88.9910528062707	3449685
Roseburia inulinivorans DSM 16841  	Bacteria	13.1027117186724	88.1499937507132	4048462
Bacteroides ovatus SD CMC 3f	Bacteria	12.7380996295503	77.7272197941959	6775279
Roseburia intestinalis L1-82  	Bacteria	11.4447684409366	88.5746602977852	4380675
Bacteroides xylanisolvens SD CC 1b 	Bacteria	11.4388721052732	81.2126184772729	6059812
Bacteroides ovatus SD CC 2a	Bacteria	11.3524261668792	81.0960401626525	6050198
