Reference Name	Group	Depth	Breadth	Total reference bases
Bacteroides ovatus ATCC 8483 	Bacteria	141.641181219306	73.9876057704819	6463169
Bacteroides sp. 2_2_4	Bacteria	108.38548122549	80.465705630466	7101224
Bacteroides sp. 3_1_23 	Bacteria	108.136447817836	75.1693895473406	6520178
Bacteroides ovatus SD CMC 3f	Bacteria	103.118894469143	76.9899807816032	6775279
Bacteroides thetaiotaomicron VPI-5482 	Bacteria	93.5155129652514	87.3898190786886	6293399
Bacteroides sp. 1_1_6  	Bacteria	86.0884913883363	83.1995115322539	6695222
Ruminococcus gnavus ATCC 29149  	Bacteria	63.5155763524544	84.1384889564583	3501911
Bacteroides sp. D2  	Bacteria	55.2610563026649	39.9067547961173	17733459
Bacteroides sp. 1_1_14 	Bacteria	54.7162133517746	81.3154083566331	6446424
Bacteroides dorei DSM 17855 	Bacteria	27.6702488170054	82.448984723844	5487768
Bacteroides sp. 9_1_42FAA	Bacteria	25.7923402584265	79.1441357482352	5622644
Bacteroides sp. 3_1_33FAA  	Bacteria	23.451579364712	83.2810529999093	10802660
Bacteroides xylanisolvens SD CC 1b 	Bacteria	21.9923698078422	45.6518948112582	6059812
Bacteroides ovatus SD CC 2a	Bacteria	21.9455114361546	45.5998134275936	6050198
Bacteroides dorei 5_1_36/D4	Bacteria	21.8043585007516	79.7830303052335	5501690
Bacteroides sp. D4 	Bacteria	21.6086322521433	79.3789315581839	5530727
Bacteroides finegoldii DSM 17565  	Bacteria	21.4799470247348	18.769327768015	4881901
Bacteroides sp. 2_1_22  	Bacteria	21.1211022417169	43.9393042546484	5912968
Bacteroides sp. D1	Bacteria	20.8369096616836	43.1902420707554	5986762
Bacteroides sp. 2_1_16  	Bacteria	16.6142763565001	81.2368657859468	10446000
Bacteroides sp. 3_2_5  	Bacteria	16.5010597406485	81.8321237319064	5131029
Bacteroides fragilis YCH46 	Bacteria	16.1826304963858	80.3691778745582	5310990
Clostridium nexile DSM 1787  	Bacteria	14.5038099427715	74.3242193246545	3861016
Bacteroides sp. 4_3_47FAA  	Bacteria	13.7751385319822	33.1634714252701	5344145
Bacteroides fragilis 638R	Bacteria	13.47	76.9361977889573	5373121
Bacteroides vulgatus PC510	Bacteria	8.7561587735915	31.308015430489	4781702
Bacteroides coprophilus DSM 18228 	Bacteria	8.4377662229736	6.05600964662167	3855443
Ruminococcus torques ATCC 27756  	Bacteria	8.33645002602754	91.1629382428161	2739406
Bacteroides eggerthii DSM 20697 	Bacteria	6.41104411757632	5.95707531060755	4157980
Bacteroides fragilis 3_1_12	Bacteria	5.92468375612442	12.1426227121859	5530115
Bacteroides plebeius DSM 17135 	Bacteria	4.87900969030996	8.02838697186635	4421324
Eubacterium rectale ATCC 33656 	Bacteria	4.4	77.4702327893706	3449685
Bacteroides coprocola DSM 17136 	Bacteria	3.86228730354685	5.87273027367198	4295617
Bacteroides vulgatus ATCC 8482 	Bacteria	3.51	27.7078565204566	5163189
Acidaminococcus sp. D21 	Bacteria	3.39072934778579	94.1608496395446	2238973
Bacteroides sp. 20_3 	Bacteria	3.21940931504734	4.13485380009151	5749901
Eubacterium dolichum DSM 3991  	Bacteria	2.86281137737263	79.4327931254403	2190453
Blautia hansenii DSM 20583 	Bacteria	2.48666491878577	73.5138399742436	3053221
Bacteroides uniformis ATCC 8492	Bacteria	2.23175683089591	3.36551904548603	9434414
Bacteroides intestinalis DSM 17393 	Bacteria	2.22960378158397	4.16398186827603	6052596
Prevotella buccalis ATCC 35310	Bacteria	2.21798431818998	2.34357000633825	3033961
Bacteroides sp. 2_1_7 	Bacteria	2.20781435855809	3.83386718289968	5137215
Parabacteroides sp. D13  	Bacteria	2.17871505550535	3.66912735577225	5327234
Fusobacterium ulcerans ATCC 49185  	Bacteria	2.17076396164075	75.7751230401365	3437293
Bacteroides sp. 3_1_19 	Bacteria	1.89762011544126	2.82428045399378	5250116
Roseburia intestinalis L1-82  	Bacteria	1.88800951451546	69.9412533456602	4380675
Ruminococcus sp. 5_1_39BFAA	Bacteria	1.66559780702758	64.9098104708408	3801051
Clostridium leptum DSM 753  	Bacteria	1.61454494941912	69.8447054822943	3270109
Clostridium sp. SS2/1 	Bacteria	1.59918367431394	60.8037038487213	3141381
Bacteroides stercoris ATCC 43183 	Bacteria	1.55585683681326	4.62418085871373	4009229
Alistipes putredinis DSM 17216  	Bacteria	1.51104201848088	2.73632699289927	2549878
Bacteroides caccae ATCC 43185  	Bacteria	1.2329413794297	4.87472216830741	4564814
Prevotella bivia JCVIHMP010	Bacteria	1.21684105802926	2.65113643113109	2424432
Coprococcus comes ATCC 27758  	Bacteria	1.02914425972895	14.4158151726736	3238915
Ruminococcus obeum ATCC 29174  	Bacteria	0.988255213937233	20.6354829133823	3624708
Bacteroides sp. 2_1_33B  	Bacteria	0.967087723508744	1.1353519503142	4891699
Eubacterium hallii DSM 3353  	Bacteria	0.957551643940011	5.63030158651059	3290996
Parabacteroides merdae ATCC 43184 	Bacteria	0.922245867834329	3.63171180066595	4431877
Parabacteroides johnsonii DSM 18315 	Bacteria	0.912095325523098	2.5272113017585	4612238
Eubacterium eligens ATCC 27750 	Bacteria	0.679885144711659	4.98963582891648	2831389
Ruminococcus lactaris ATCC 29176  	Bacteria	0.621462068662343	9.56166074728866	2729735
Faecalibacterium prausnitzii M21/2  	Bacteria	0.509654059519991	32.6764168529218	3126983
Roseburia inulinivorans DSM 16841  	Bacteria	0.499538071494805	10.8829229470352	4048462
Clostridium sp. M62/1  	Bacteria	0.453332891791326	13.2877686271305	3842594
Prevotella marshii DSM 16973	Bacteria	0.427846330993945	1.02428030779594	2559358
Eubacterium ventriosum ATCC 27560  	Bacteria	0.39420336307517	5.01997599047982	2869695
Dorea formicigenerans ATCC 27755  	Bacteria	0.360727971573409	9.39777422128033	3186031
Faecalibacterium prausnitzii A2-165 	Bacteria	0.352472691780739	16.7507722708903	3080849
Bacteroides pectinophilus ATCC 43243 	Bacteria	0.34096416953614	7.28851776517538	3025526
Clostridium bolteae ATCC BAA-613  	Bacteria	0.340933526186109	20.5603853476627	6556988
Erysipelotrichaceae bacterium 5_2_54FAA	Bacteria	0.316299877453052	6.99970380834835	3193878
Burkholderiales bacterium 1_1_47	Bacteria	0.306536433788601	1.22244886662527	2655653
Mollicutes bacterium D7  	Bacteria	0.289328745784409	21.6251417851158	3490317
Clostridium ramosum DSM 1402 	Bacteria	0.286711460849915	23.2841339250246	3234795
Bacteroides capillosus ATCC 29799 	Bacteria	0.281453930628902	13.3761825315493	4241853
Prevotella tannerae ATCC 51259 	Bacteria	0.277094287509597	1.06851976387955	2582919
Bifidobacterium pseudocatenulatum DSM 20438  	Bacteria	0.271114270689793	21.9234313660834	2304808
Anaerotruncus colihominis DSM 17241 	Bacteria	0.2619681851134	7.85600426794246	3718888
Clostridium scindens ATCC 35704  	Bacteria	0.220750342895739	6.19295257748477	3619905
Dorea longicatena DSM 13814  	Bacteria	0.220220191067916	6.58263531231886	2913833
Clostridium spiroforme DSM 1552  	Bacteria	0.212484676877429	15.7693465763504	2507485
Prevotella timonensis CRIS 5C-B1	Bacteria	0.171161059445285	1.6295746847268	2796067
Eubacterium biforme DSM 3989  	Bacteria	0.167927286499553	3.73021457664161	2415920
Clostridium difficile NAP08 	Bacteria	0.16751345899145	1.87913460364441	4078686
Coprococcus eutactus ATCC 27759  	Bacteria	0.167187761013795	3.24172081569601	3102087
Butyrivibrio crossotus DSM 2876  	Bacteria	0.163643065405022	4.53727277084539	2482791
Clostridium sp. L2-50  	Bacteria	0.163123455544738	4.41990091113551	2954116
Streptococcus mitis B6 	Bacteria	0.14	11.0149440210639	2146611
Bryantella formatexigens DSM 14469  	Bacteria	0.123234778938483	4.04685906229116	4548960
Clostridium asparagiforme DSM 15981  	Bacteria	0.12018172540896	4.56340226698483	6224391
Clostridiales bacterium 1_7_47FAA strain 	Bacteria	0.113861035083545	5.91784417717536	6514450
Eggerthella lenta DSM 2243 	Bacteria	0.11	5.30369522005583	3632260
Fusobacterium varium ATCC 27725  	Bacteria	0.108324583804326	4.44366494002356	3267033
Hysterium barrianum	Lower Eukaryote	0.1	9.55165692007797	1026
Blautia hydrogenotrophica DSM 10507  	Bacteria	0.0918011133586206	3.56675271524204	3565428
Clostridium hathewayi DSM 13479  	Bacteria	0.0888899454651699	3.32469895373293	6626224
Granulicatella elegans ATCC 700633  	Bacteria	0.0836752079071127	7.22034168504397	1881850
Atopobium parvulum DSM 20469 	Bacteria	0.08	6.77572620894478	1543805
Veillonella dispar ATCC 17748  	Bacteria	0.0772822405338456	6.84740903548057	2116567
Subdoligranulum variabile DSM 15176  	Bacteria	0.0673178755886925	3.88145561767194	3237471
Clostridium difficile QCD-63q42  	Bacteria	0.0589610954957812	1.17312777999102	4440437
Anaerostipes caccae DSM 14662 	Bacteria	0.0581558399128476	2.36632316739682	3605636
Bifidobacterium catenulatum DSM 16992  	Bacteria	0.0432631584572507	3.74261147700504	2058429
Abiotrophia defectiva ATCC 49176 	Bacteria	0.0419421758300157	1.44041359588935	3477404
Streptococcus pneumoniae AP200	Bacteria	0.04	3.16608623004065	2130580
Clostridium saccharolyticum WM1 	Bacteria	0.04	2.36240719505215	4662871
Holdemania filiformis DSM 12042 	Bacteria	0.0399594215700579	1.94400518436436	3803745
Veillonella parvula ATCC 17745	Bacteria	0.0368778718292301	3.0137191450968	2163473
Veillonella sp. 3_1_44 	Bacteria	0.0332999485083602	3.02723695121421	2163458
Veillonella sp. 6_1_27 	Bacteria	0.0330634857491061	2.86963220161652	2174425
Streptococcus parasanguinis ATCC 15912	Bacteria	0.0303730552772567	2.88655097252341	2159948
Streptococcus sanguinis SK36 	Bacteria	0.03	2.98212009118942	2388435
Veillonella parvula DSM 2008  	Bacteria	0.03	2.80473814595838	2132142
Dialister invisus DSM 15470  	Bacteria	0.0299847773569778	2.74772398805819	1895860
Clostridium hylemonae DSM 15053 	Bacteria	0.0292223724404247	1.60632244478709	3885459
Clostridium methylpentosum DSM 5476  	Bacteria	0.025845946629888	1.22709922655671	3406326
Streptococcus salivarius SK126  	Bacteria	0.0257747240562093	2.39751129053174	2128332
Catenibacterium mitsuokai DSM 15897  	Bacteria	0.0255234785290979	1.04371895019416	2671313
Streptococcus pneumoniae str. Canada MDR_19F	Bacteria	0.0248123880325798	2.26071627940222	1986627
Eubacterium siraeum DSM 15702  	Bacteria	0.0245904721703128	1.06449193489158	2695934
Streptococcus pneumoniae str. Canada MDR_19A 	Bacteria	0.0235459462016801	2.26037314440545	2029134
Streptococcus oralis ATCC 35037	Bacteria	0.0226166060032249	2.23707544734716	1913838
Streptococcus sp. 73H25AP F0408	Bacteria	0.022020785996419	1.79325006589855	1976523
Desulfovibrio piger ATCC 29098  	Bacteria	0.0206051856884058	1.06827445652174	2826240
Streptococcus mitis ATCC 6249	Bacteria	0.0200190250906758	1.90710223076365	1915891
Streptococcus pneumoniae TCH8431/19A 	Bacteria	0.02	2.12723073652845	2088772
Streptococcus sp. M143 	Bacteria	0.0199537474654143	2.12772291860936	1880978
Ruminococcus albus 8	Bacteria	0.0176079433344079	1.3910095044733	4373730
Parvimonas micra ATCC 33270  	Bacteria	0.0119588360414422	1.20708639418889	1703772
Corynebacterium matruchotii ATCC 33806  	Bacteria	0.011922251861638	1.15036508158516	2967145
Streptococcus gordonii str. Challis substr. CH1 	Bacteria	0.01	1.07239985031835	2196662
