Reference Name	Group	Depth	Breadth	Total reference bases
Bacteroides stercoris ATCC 43183 	Bacteria	317.471242183971	83.705545380421	4009229
Alistipes putredinis DSM 17216  	Bacteria	166.680596306961	90.424483053699	2549878
Bacteroides vulgatus PC510	Bacteria	112.552878556631	87.1485717846909	4781702
Bacteroides vulgatus ATCC 8482 	Bacteria	108.32	83.5374029499985	5163189
Bacteroides caccae ATCC 43185  	Bacteria	106.369521360564	89.1504232154914	4564814
Bacteroides sp. 4_3_47FAA  	Bacteria	91.4379631166445	78.4183999498517	5344145
Bacteroides uniformis ATCC 8492	Bacteria	41.2667328156259	82.4137778986591	9434414
Akkermansia muciniphila ATCC BAA-835 	Bacteria	40.06	93.5298648475171	2664102
Parabacteroides merdae ATCC 43184 	Bacteria	35.7226573300658	91.3038877207107	4431877
Bacteroides sp. D2  	Bacteria	29.1695597773678	69.0470934068757	17733459
Eubacterium rectale ATCC 33656 	Bacteria	29.14	85.1683559513405	3449685
Bacteroides sp. 3_1_33FAA  	Bacteria	27.0862256231336	83.2041089879715	10802660
Bifidobacterium adolescentis L2-32	Bacteria	26.9878552316646	88.0295910911794	4762920
Bacteroides sp. 9_1_42FAA	Bacteria	25.9208834633671	80.6163612706051	5622644
Bacteroides eggerthii DSM 20697 	Bacteria	23.3098422912087	31.0683312570046	4157980
Bacteroides coprocola DSM 17136 	Bacteria	23.0913601887692	17.8669327363217	4295617
Bacteroides dorei DSM 17855 	Bacteria	21.9495836121352	82.1783646830551	5487768
Bacteroides sp. 20_3 	Bacteria	20.1488785511264	70.8995685317017	5749901
Bacteroides dorei 5_1_36/D4	Bacteria	19.8544906546897	80.0912083378017	5501690
Bacteroides sp. D4 	Bacteria	19.712036788292	79.694043839083	5530727
Bacteroides sp. 2_2_4	Bacteria	16.525841266238	77.7846185390012	7101224
Bacteroides sp. 2_1_33B  	Bacteria	15.7964442374725	69.2313243312804	4891699
Faecalibacterium prausnitzii A2-165 	Bacteria	15.2528524767037	91.0741811753838	3080849
Bacteroides ovatus ATCC 8483 	Bacteria	15.0676983783033	88.7679403091579	6463169
Bacteroides plebeius DSM 17135 	Bacteria	14.9619132210171	14.5446703295212	4421324
Bacteroides finegoldii DSM 17565  	Bacteria	14.8434424704639	23.0404508407688	4881901
Parabacteroides sp. D13  	Bacteria	14.3266188626218	62.8184720250697	5327234
Bacteroides sp. 1_1_14 	Bacteria	13.8590330313364	76.0361558594346	6446424
Collinsella aerofaciens ATCC 25986  	Bacteria	13.2147108635751	83.8510592167038	2439869
Faecalibacterium prausnitzii M21/2  	Bacteria	12.9664495042026	73.9056464329995	3126983
Bacteroides sp. 3_1_19 	Bacteria	12.3257665125875	61.4290617578735	5250116
Bacteroides sp. 2_1_7 	Bacteria	10.9736697023582	57.2724326312993	5137215
Bacteroides sp. 1_1_6  	Bacteria	10.5599225029431	76.9935485335662	6695222
Parabacteroides distasonis ATCC 8503 	Bacteria	9	57.7421150983949	4811379
Coprococcus eutactus ATCC 27759  	Bacteria	8.9821928882072	57.8136589979585	3102087
Bacteroides ovatus SD CMC 3f	Bacteria	8.7278718618082	78.729156393412	6775279
Bacteroides sp. 3_1_23 	Bacteria	7.7683627655564	75.4111160768924	6520178
Bacteroides thetaiotaomicron VPI-5482 	Bacteria	7.12448897169876	78.6457842574418	6293399
Parabacteroides johnsonii DSM 18315 	Bacteria	6.98958505827323	26.134210767094	4612238
Bifidobacterium longum subsp. infantis CCUG 52486  	Bacteria	6.2911352278453	79.3293427655844	2480850
Bifidobacterium longum infantis ATCC 55813	Bacteria	5.94050365158142	80.0650486842748	2396359
Bacteroides sp. 2_1_22  	Bacteria	4.88400640084641	71.6737516590653	5912968
Bacteroides sp. D1	Bacteria	4.79287383730972	70.5967599847798	5986762
Bacteroides sp. 2_1_16  	Bacteria	4.71684166475206	7.49827685238369	10446000
Ruminococcus sp. 5_1_39BFAA	Bacteria	4.60997916628848	82.9402973019831	3801051
