Reference Name	Group	Depth	Breadth	Total reference bases
Alistipes putredinis DSM 17216  	Bacteria	502.212729667851	80.7113124627923	2549878
Bacteroides vulgatus PC510	Bacteria	88.9373133938501	87.705486456496	4781702
Bacteroides vulgatus ATCC 8482 	Bacteria	82.69	81.6772153798747	5163189
Bacteroides sp. 4_3_47FAA  	Bacteria	68.6330538318103	75.9602705390666	5344145
Bacteroides sp. D2  	Bacteria	33.5763391349652	53.8376579549427	17733459
Bacteroides cellulosilyticus DSM 14838 	Bacteria	33.1489148187375	78.2657634218559	6726268
Bacteroides sp. 20_3 	Bacteria	31.0822153390119	77.1841636925575	5749901
Bacteroides uniformis ATCC 8492	Bacteria	30.6864091982819	83.6015252245661	9434414
Bacteroides sp. 1_1_6  	Bacteria	27.3071764177499	82.3739078405466	6695222
Bacteroides sp. 1_1_14 	Bacteria	25.4818932698191	80.4241080015835	6446424
Bacteroides stercoris ATCC 43183 	Bacteria	25.2217219071298	11.7442281296479	4009229
Faecalibacterium prausnitzii M21/2  	Bacteria	21.4212571670521	90.600172754377	3126983
Ruminococcus torques ATCC 27756  	Bacteria	20.9123598181504	92.9343441607414	2739406
Bacteroides sp. 2_1_22  	Bacteria	20.0179442997155	74.7366297263912	5912968
Bacteroides ovatus SD CC 2a	Bacteria	19.7857009621834	76.0983524836708	6050198
Bacteroides xylanisolvens SD CC 1b 	Bacteria	19.7759552672591	76.1436163366124	6059812
Bacteroides sp. D1	Bacteria	19.6671631710096	73.6337272134753	5986762
Bacteroides coprophilus DSM 18228 	Bacteria	18.9806300261734	9.28386180265147	3855443
Bacteroides sp. 9_1_42FAA	Bacteria	18.7813854940843	30.489445890581	5622644
Bacteroides thetaiotaomicron VPI-5482 	Bacteria	17.0390818554489	83.7458581602724	6293399
Bacteroides sp. 2_2_4	Bacteria	16.88991824508	43.5224828846407	7101224
Bacteroides fragilis 3_1_12	Bacteria	15.1294329249934	10.9004785614766	5530115
Bacteroides ovatus SD CMC 3f	Bacteria	14.8445003047107	43.859566521172	6775279
Bacteroides sp. 3_1_23 	Bacteria	14.4065692853784	36.2260048728731	6520178
Bacteroides dorei DSM 17855 	Bacteria	14.291893318012	30.6176208615233	5487768
Bacteroides sp. 2_1_33B  	Bacteria	14.0430883911704	65.5236145968916	4891699
Akkermansia muciniphila ATCC BAA-835 	Bacteria	12.67	95.5516342842729	2664102
Bacteroides ovatus ATCC 8483 	Bacteria	12.534309573214	35.5270920503549	6463169
Bacteroides fragilis 638R	Bacteria	12.49	79.8092951936128	5373121
Bacteroides fragilis YCH46 	Bacteria	12.0102593565418	79.878026507299	5310990
Bacteroides sp. 3_2_5  	Bacteria	11.8192221930533	82.2095723879167	5131029
Parabacteroides sp. D13  	Bacteria	10.7064889415408	58.7918983847903	5327234
Bacteroides sp. 2_1_16  	Bacteria	10.1250574372966	79.0938541068352	10446000
Bacteroides sp. 3_1_19 	Bacteria	9.97717270437453	57.9061300740784	5250116
Bacteroides intestinalis DSM 17393 	Bacteria	9.90592348473283	21.2933260372904	6052596
Bacteroides sp. 2_1_7 	Bacteria	9.38203717578494	55.0613318695052	5137215
Bacteroides sp. 3_1_33FAA  	Bacteria	8.04529613909907	27.6758964921603	10802660
Bacteroides eggerthii DSM 20697 	Bacteria	8.04297539911207	7.20907748474019	4157980
Bacteroides plebeius DSM 17135 	Bacteria	7.90490586530189	7.68387478501915	4421324
Parabacteroides distasonis ATCC 8503 	Bacteria	7.81	55.8729836082337	4811379
Bacteroides coprocola DSM 17136 	Bacteria	6.0649397280996	7.38895017875197	4295617
Bacteroides dorei 5_1_36/D4	Bacteria	5.90385444654279	27.5955388253428	5501690
Bacteroides sp. D4 	Bacteria	5.85651749941735	27.4729163091941	5530727
Roseburia inulinivorans DSM 16841  	Bacteria	5.77496819532949	83.1217632770173	4048462
Parabacteroides merdae ATCC 43184 	Bacteria	5.39044382098149	7.5466444578674	4431877
Bacteroides finegoldii DSM 17565  	Bacteria	5.2320307437615	14.2412146415915	4881901
Coprococcus comes ATCC 27758  	Bacteria	4.79947949544832	82.9710875401176	3238915
Faecalibacterium prausnitzii A2-165 	Bacteria	4.73757042620394	73.0802450882857	3080849
Eubacterium rectale ATCC 33656 	Bacteria	3.5	72.9226291675907	3449685
Roseburia intestinalis L1-82  	Bacteria	3.43648479058592	72.1595187956194	4380675
Eubacterium ventriosum ATCC 27560  	Bacteria	2.98882520964772	23.9187439780186	2869695
Ruminococcus obeum ATCC 29174  	Bacteria	2.83843623265653	41.7119116905417	3624708
Clostridium nexile DSM 1787  	Bacteria	2.37329518447994	20.2901516077633	3861016
Subdoligranulum variabile DSM 15176  	Bacteria	2.2342122941024	29.1211257181918	3237471
Bacteroides capillosus ATCC 29799 	Bacteria	2.04727481834	28.9277586941367	4241853
Ruminococcus sp. 5_1_39BFAA	Bacteria	1.90643590943663	60.642727498263	3801051
Prevotella bivia JCVIHMP010	Bacteria	1.71348113290041	2.05569799441684	2424432
Bacteroides caccae ATCC 43185  	Bacteria	1.60197043077768	5.56535271754775	4564814
Clostridium sp. SS2/1 	Bacteria	1.57722080830055	55.9688239026084	3141381
Clostridium spiroforme DSM 1552  	Bacteria	1.56605992059773	65.9201949363605	2507485
Ruminococcus lactaris ATCC 29176  	Bacteria	1.5635260748754	50.5086391169839	2729735
Parabacteroides johnsonii DSM 18315 	Bacteria	1.54500302022576	2.78365947290665	4612238
Collinsella aerofaciens ATCC 25986  	Bacteria	1.4989945935622	59.9228893026634	2439869
Prevotella buccalis ATCC 35310	Bacteria	1.42102878382418	2.70168271774093	3033961
Anaerotruncus colihominis DSM 17241 	Bacteria	1.31437758545027	15.6819726757031	3718888
Bacteroides pectinophilus ATCC 43243 	Bacteria	1.27861921199818	14.305446391801	3025526
Acidaminococcus sp. D21 	Bacteria	1.21500482587329	58.3419719666115	2238973
Prevotella timonensis CRIS 5C-B1	Bacteria	1.11992588160441	1.20977072437821	2796067
Dorea longicatena DSM 13814  	Bacteria	1.10658047321175	38.6394484515756	2913833
Clostridium sp. M62/1  	Bacteria	1.09543982528469	16.9795195641278	3842594
Dorea formicigenerans ATCC 27755  	Bacteria	0.930845738789108	22.0733571016729	3186031
Butyrivibrio crossotus DSM 2876  	Bacteria	0.885290566141089	12.6031148010445	2482791
Ruminococcus gnavus ATCC 29149  	Bacteria	0.867009212969719	21.238061161463	3501911
Prevotella marshii DSM 16973	Bacteria	0.852764611281423	1.24644539763488	2559358
Blautia hansenii DSM 20583 	Bacteria	0.778897282574698	13.1399921591002	3053221
Eubacterium hallii DSM 3353  	Bacteria	0.777051360743069	31.7345265688564	3290996
Clostridium sp. L2-50  	Bacteria	0.740706136793545	11.7293633696172	2954116
Blautia hydrogenotrophica DSM 10507  	Bacteria	0.73908633129038	30.9578821953493	3565428
Eubacterium eligens ATCC 27750 	Bacteria	0.685382195805663	17.3092076009337	2831389
Clostridium bolteae ATCC BAA-613  	Bacteria	0.645379296103638	20.3524545111261	6556988
Erysipelotrichaceae bacterium 5_2_54FAA	Bacteria	0.625316993949049	10.654633645994	3193878
Clostridium leptum DSM 753  	Bacteria	0.532477134554231	21.4523430258747	3270109
Coprococcus eutactus ATCC 27759  	Bacteria	0.480900036008017	7.36446140936731	3102087
Clostridium scindens ATCC 35704  	Bacteria	0.380406723380862	11.2312339688472	3619905
Eubacterium dolichum DSM 3991  	Bacteria	0.356525084080781	5.37299818804603	2190453
Escherichia coli FVEC1412 	Bacteria	0.347409881742654	27.0972443046454	5234178
Clostridium hathewayi DSM 13479  	Bacteria	0.343997561808958	7.29739894093529	6626224
Escherichia coli FVEC1302 	Bacteria	0.336989037841863	26.3315031232431	5339642
Bryantella formatexigens DSM 14469  	Bacteria	0.335820112729063	7.68201962646407	4548960
Escherichia coli MS 198-1 	Bacteria	0.318243529900438	24.8967689208275	5269973
Clostridiales bacterium 1_7_47FAA strain 	Bacteria	0.310666633407271	6.41292818273223	6514450
Bifidobacterium longum infantis ATCC 55813	Bacteria	0.304880479093491	21.2978940133761	2396359
Bifidobacterium longum subsp. infantis CCUG 52486  	Bacteria	0.290392522724066	21.8477537940625	2480850
Turicibacter sp. PC909 	Bacteria	0.271118943486023	19.0682908677458	2953411
Clostridium asparagiforme DSM 15981  	Bacteria	0.267757224763033	6.12228569831169	6224391
Eubacterium siraeum DSM 15702  	Bacteria	0.252087424988891	6.35831589348997	2695934
Prevotella buccae D17 	Bacteria	0.251180363019104	1.73141351121964	3357950
Dialister invisus DSM 15470  	Bacteria	0.249908664141867	17.3298133828447	1895860
Peptostreptococcus anaerobius 653-L 	Bacteria	0.234148338143491	1.8407252296106	2083092
Clostridium methylpentosum DSM 5476  	Bacteria	0.224627096760557	5.00495255004953	3406326
Porphyromonas gingivalis ATCC 33277 	Bacteria	0.22	2.08808409409203	2354886
Dehalococcoides ethenogenes 195 	Bacteria	0.22	1.69698990283864	1469720
Porphyromonas endodontalis ATCC 35406  	Bacteria	0.218622819577352	1.44823851493915	2064508
Holdemania filiformis DSM 12042 	Bacteria	0.210419951915809	3.89258480786698	3803745
Clostridium difficile NAP08 	Bacteria	0.205871648369107	2.3671839411026	4078686
Prevotella oris F0302  	Bacteria	0.201286804226908	1.14702706167775	3244736
Eggerthella lenta DSM 2243 	Bacteria	0.18	11.2927213360277	3632260
Acidaminococcus fermentans DSM 20731 	Bacteria	0.18	2.8717868595556	2329769
Clostridium difficile R20291	Bacteria	0.17	1.82643303249868	4191339
Clostridium bartlettii DSM 16795  	Bacteria	0.167082688394054	7.97747266354763	2971856
Veillonella dispar ATCC 17748  	Bacteria	0.144353313644217	10.5387639512475	2116567
Prevotella tannerae ATCC 51259 	Bacteria	0.143640241912348	1.18768726390568	2582919
Eubacterium biforme DSM 3989  	Bacteria	0.14021909251962	3.77537335673367	2415920
Bifidobacterium longum subsp. infantis ATCC 15697 	Bacteria	0.13	4.92348772287546	2832748
Ruminococcus albus 8	Bacteria	0.120394212720035	4.10388844304518	4373730
Bifidobacterium longum subsp. longum JDM301 	Bacteria	0.12	9.00135521369839	2477838
Clostridium saccharolyticum WM1 	Bacteria	0.12	4.31534563147897	4662871
Ruminococcus flavefaciens FD-1  	Bacteria	0.114219627042807	3.11775735917901	4573608
Anaerostipes caccae DSM 14662 	Bacteria	0.108529585349159	3.55182830435463	3605636
Escherichia coli 042	Bacteria	0.108518442304974	9.2427291500438	5355323
Clostridium hylemonae DSM 15053 	Bacteria	0.105438176030168	3.91269088156637	3885459
Streptococcus parasanguinis ATCC 15912	Bacteria	0.100801949861756	8.261263697089	2159948
Catenibacterium mitsuokai DSM 15897  	Bacteria	0.0907922957736514	3.14586871699423	2671313
Abiotrophia defectiva ATCC 49176 	Bacteria	0.088669176776699	2.3365706141708	3477404
Clostridium difficile QCD-63q42  	Bacteria	0.0880304100699999	1.19073865928061	4440437
Lactobacillus ruminis ATCC 25644 	Bacteria	0.0859112263011119	1.22171326176928	2081585
Escherichia coli MS 69-1 	Bacteria	0.074771273503545	6.50038164978054	5220755
Ethanoligenens harbinense YUAN-3	Bacteria	0.0737759308463907	2.52066753260401	2987899
candidate division TM7 single-cell isolate TM7c  	Bacteria	0.0733901121728292	4.74567621088239	474179
Megasphaera genomosp. type_1 str. 28L 	Bacteria	0.0731962574375926	1.45522208647101	1726197
Mollicutes bacterium D7  	Bacteria	0.0728344015744129	2.68267896583605	3490317
Collinsella intestinalis DSM 13280  	Bacteria	0.0717873886616228	4.68780915780495	1804297
Escherichia coli B354	Bacteria	0.0669746411970222	5.9893138911586	4853778
Bifidobacterium bifidum NCIMB 41171  	Bacteria	0.0634183721079162	4.01881855690852	2186140
Bifidobacterium adolescentis L2-32	Bacteria	0.0610653737623139	4.7867064741797	4762920
Escherichia coli MS 21-1 	Bacteria	0.0588423891115931	3.99230662879879	5308986
Anaerofustis stercorihominis DSM 17244 	Bacteria	0.0582590060505042	1.46594397363568	2284603
Shuttleworthia satelles DSM 14600  	Bacteria	0.0548429605293187	2.29914840037492	2168977
Collinsella stercoris DSM 13279  	Bacteria	0.0503982505361858	2.31500599419707	2399821
Clostridium phytofermentans ISDg 	Bacteria	0.05	1.5661996446072	4847594
Clostridium difficile ATCC 43255	Bacteria	0.05	1.08416488288386	4123727
Oribacterium sp. oral taxon 078 str. F0262  	Bacteria	0.0499452243444369	1.72341002647434	2676554
Granulicatella adiacens ATCC 49175 	Bacteria	0.044043715108201	3.15898180426481	1923088
Pyramidobacter piscolens W5455	Bacteria	0.0426976355320463	1.10643423494173	2562014
Clostridium hiranonis DSM 13275  	Bacteria	0.0418547728184314	1.93158390788281	2423348
Clostridium ramosum DSM 1402 	Bacteria	0.041786981864384	2.31498441168606	3234795
Mitsuokella multacida DSM 20544  	Bacteria	0.040406326372392	1.15833565088505	2574556
Streptococcus mitis B6 	Bacteria	0.04	3.29067539484331	2146611
Veillonella parvula DSM 2008  	Bacteria	0.04	2.43074804586186	2132142
Slackia heliotrinireducens DSM 20476 	Bacteria	0.04	1.19271869721627	3165038
Oribacterium sinus F0268  	Bacteria	0.0394554783983777	1.68988544574085	2629409
Escherichia coli O150:H5 SE15	Bacteria	0.0366845018568365	2.71939298503642	4839683
Solobacterium moorei	Bacteria	0.0363597047727737	2.32429145964048	2006590
Candidate division TM7 single-cell isolate TM7b  	Bacteria	0.0347087882362332	2.16845671512066	112753
Streptococcus salivarius SK126  	Bacteria	0.0341801138168293	2.79834161211691	2128332
Veillonella parvula ATCC 17745	Bacteria	0.0327590083167204	2.2043723217253	2163473
Eubacterium saphenum ATCC 49989 	Bacteria	0.0325818971121281	1.39382075258575	1084501
Veillonella sp. 6_1_27 	Bacteria	0.0316821136622325	2.03653839520793	2174425
Escherichia coli MS 196-1	Bacteria	0.0304087712932847	2.55032092929581	5253182
Escherichia sp. 1_1_43	Bacteria	0.0301596360684116	2.78580326849572	2235585
Escherichia coli str. K-12 substr. MG1655 	Bacteria	0.03	2.40570729630847	4639675
Atopobium parvulum DSM 20469 	Bacteria	0.03	1.82989431955461	1543805
Clostridium difficile M68	Bacteria	0.03	1.32675691829191	4308325
Olsenella uli DSM 7084 	Bacteria	0.03	1.08718960415148	2051896
Veillonella sp. 3_1_44 	Bacteria	0.0299924611432253	2.17536000236658	2163458
Parvimonas micra ATCC 33270  	Bacteria	0.0298601338676771	1.47772119743722	1703772
Escherichia coli MS 146-1 	Bacteria	0.0278145884086771	2.43475280660627	4744342
Bifidobacterium breve DSM 20213  	Bacteria	0.0270285915759981	1.57773101494133	2331386
Streptococcus oralis ATCC 35037	Bacteria	0.0254134048963392	2.3516096973725	1913838
Slackia exigua ATCC 700122  	Bacteria	0.0248068380001996	1.23776072537381	2094589
Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884 	Bacteria	0.0246776974534505	1.95632187173041	5280675
Escherichia sp. 3_2_53FAA  	Bacteria	0.0243494874927183	2.05432749906182	5094952
Streptococcus sp. M143 	Bacteria	0.0227703673301867	2.05446315693219	1880978
Escherichia coli B185	Bacteria	0.0219798997182516	1.83692416430904	5144306
Escherichia sp. 4_1_40B  	Bacteria	0.0218530669809913	2.07971010762872	4856975
Escherichia coli MS 116-1 	Bacteria	0.0218207111516841	1.80257254824556	4863660
Escherichia coli MS 185-1 	Bacteria	0.0217612047012318	1.79575883163632	4962359
Escherichia coli OP50 	Bacteria	0.0216412324219462	2.02962489213332	4418649
Streptococcus sp. 73H25AP F0408	Bacteria	0.020742556499469	1.87177179319441	1976523
Haemophilus influenzae R2866  	Bacteria	0.0204138330557481	1.59739104347916	1933340
Haemophilus influenzae 6P18H1  	Bacteria	0.0202911199245281	1.55645014527496	1912236
Streptococcus mitis ATCC 6249	Bacteria	0.0202712262858378	1.66042848992975	1915891
Escherichia coli SE11 	Bacteria	0.0202135763920812	1.70276121658165	5155626
Streptococcus thermophilus LMD-9 	Bacteria	0.0200243860833032	1.54845728251272	1864178
Lactococcus lactis subsp. lactis Il1403 	Bacteria	0.02	1.76594497184422	2365589
Escherichia coli IHE3034	Bacteria	0.02	1.69537013963127	5108383
Escherichia coli O55:H7 str. CB9615 	Bacteria	0.02	1.68714314718801	5452353
Lactococcus lactis subsp. cremoris MG1363 	Bacteria	0.02	1.59428150788424	2529478
Aggregatibacter aphrophilus NJ8700 	Bacteria	0.02	1.12964135864784	2313035
Escherichia coli MS 187-1	Bacteria	0.0199204207706331	1.88857590652529	4403159
Escherichia coli MS 115-1 	Bacteria	0.0197944181131374	1.79509330794026	4822312
Escherichia coli O26:H11 str. 11368	Bacteria	0.0196757732133943	1.6334812333843	5855531
Escherichia coli MS 124-1	Bacteria	0.0193915864420693	1.83801753277222	5394127
Shigella boydii CDC 3083-94 	Bacteria	0.019371432955618	1.50775674770276	4874659
Shigella sonnei Ss046 	Bacteria	0.0191231013056355	1.68883606880361	5055316
Escherichia coli MS 175-1	Bacteria	0.0190358393769694	1.60808177394047	3413508
Shigella flexneri 2002017	Bacteria	0.0190171155658238	1.41160716985542	4894492
Escherichia coli MS 84-1	Bacteria	0.0182456746312995	1.7392359175042	5292439
Escherichia coli MS 107-1 	Bacteria	0.0182376665341529	1.68571807182247	4905150
Gemella haemolysans ATCC 10379  	Bacteria	0.0178357179238824	1.0889827324193	1916192
Escherichia coli MS 78-1 	Bacteria	0.0176007296756753	1.59758365576723	4777465
Escherichia coli O157:H7 str. EC4024  	Bacteria	0.0172088073715336	1.55757732275559	6199307
Shigella sp. D9  	Bacteria	0.0169443287954652	1.59787083398695	4717340
Escherichia coli MS 200-1 	Bacteria	0.0166890041244149	1.57542393107434	5069810
Escherichia coli MS 119-7 	Bacteria	0.0166200762133087	1.5546363767	4968686
Escherichia coli 83972  	Bacteria	0.0164783338537951	1.61590552256666	5066014
Escherichia coli MS 45-1 	Bacteria	0.0157090266790414	1.5245251914251	5017759
Escherichia coli MS 182-1 	Bacteria	0.0149864750400832	1.48448776837562	5003342
Escherichia coli B088	Bacteria	0.014035642899727	1.51427552384841	4993477
Streptococcus pneumoniae AP200	Bacteria	0.01	1.20056510433779	2130580
