Reference Name	Group	Depth	Breadth	Total reference bases
Bacteroides vulgatus PC510	Bacteria	110.907838391016	90.9921404554278	4781702
Bacteroides vulgatus ATCC 8482 	Bacteria	110.87	87.9276935242928	5163189
Bacteroides stercoris ATCC 43183 	Bacteria	106.135794336018	82.8778800113438	4009229
Bacteroides sp. 4_3_47FAA  	Bacteria	101.041871818598	88.5029504251849	5344145
Alistipes putredinis DSM 17216  	Bacteria	84.5478576818185	85.2686285383065	2549878
Bacteroides uniformis ATCC 8492	Bacteria	79.1917931447571	79.0476440826107	9434414
Bacteroides sp. D2  	Bacteria	48.0079583328893	69.1186248548577	17733459
Faecalibacterium prausnitzii M21/2  	Bacteria	41.5108184310564	89.8360496363428	3126983
Bacteroides ovatus ATCC 8483 	Bacteria	23.4022911763564	76.6013081199022	6463169
Bacteroides sp. 2_1_22  	Bacteria	21.7812489480748	79.6227376843575	5912968
Bacteroides ovatus SD CMC 3f	Bacteria	21.6527963778318	77.9088506908719	6775279
Bacteroides sp. D1	Bacteria	21.2928872017962	78.4865341231203	5986762
Bacteroides sp. 2_2_4	Bacteria	20.9331289070729	80.5408053597521	7101224
Bacteroides xylanisolvens SD CC 1b 	Bacteria	20.7324459570693	78.86972401124	6059812
Bacteroides ovatus SD CC 2a	Bacteria	20.6798864747897	78.8230236431932	6050198
Bacteroides caccae ATCC 43185  	Bacteria	18.5896513001406	90.4540907909939	4564814
Parabacteroides johnsonii DSM 18315 	Bacteria	17.3429800847224	87.3327872499208	4612238
Bacteroides sp. 3_1_23 	Bacteria	17.0970428828784	73.1035870493106	6520178
Bacteroides dorei DSM 17855 	Bacteria	16.7326051793735	57.0553091894555	5487768
Bacteroides sp. 9_1_42FAA	Bacteria	13.3960689223789	57.1000760496307	5622644
Bacteroides coprocola DSM 17136 	Bacteria	13.1261460903055	21.60020318385	4295617
Faecalibacterium prausnitzii A2-165 	Bacteria	12.5228218325533	84.6172272643028	3080849
Bacteroides dorei 5_1_36/D4	Bacteria	11.8881542344261	54.8460018648815	5501690
Bacteroides sp. D4 	Bacteria	11.7923704135098	54.7879510234369	5530727
Bacteroides sp. 1_1_6  	Bacteria	11.5680371449968	75.0260857668349	6695222
Bacteroides plebeius DSM 17135 	Bacteria	11.4418314491315	18.0820043950636	4421324
Bacteroides finegoldii DSM 17565  	Bacteria	10.5019429214152	25.7801827607729	4881901
Bacteroides sp. 3_1_33FAA  	Bacteria	9.89182336665229	55.1301438719723	10802660
Bacteroides thetaiotaomicron VPI-5482 	Bacteria	9.27304694490211	76.8842242482957	6293399
Bacteroides sp. 1_1_14 	Bacteria	8.63821540283419	66.2384447563486	6446424
Bacteroides intestinalis DSM 17393 	Bacteria	8.5222870979659	66.5101387900332	6052596
Bacteroides coprophilus DSM 18228 	Bacteria	6.67334490225896	17.1506361266397	3855443
Burkholderiales bacterium 1_1_47	Bacteria	6.600046779455	83.0576133252349	2655653
Bacteroides sp. 20_3 	Bacteria	6.39272018248662	45.3313891839181	5749901
Bacteroides sp. 2_1_16  	Bacteria	6.1475866973004	12.2973865594486	10446000
Parabacteroides merdae ATCC 43184 	Bacteria	6.10531579960364	20.2349704199823	4431877
Parabacteroides sp. D13  	Bacteria	6.04429643601163	62.9749697497801	5327234
Bacteroides sp. 2_1_7 	Bacteria	6.00198428136646	63.5983893997039	5137215
Parabacteroides distasonis ATCC 8503 	Bacteria	5.96	66.9761413515751	4811379
Bacteroides eggerthii DSM 20697 	Bacteria	4.99091962924305	16.3151337909273	4157980
Bacteroides sp. 3_1_19 	Bacteria	4.617137364203	64.1383542763627	5250116
Eubacterium eligens ATCC 27750 	Bacteria	4.06405164037863	75.8363474605573	2831389
Roseburia inulinivorans DSM 16841  	Bacteria	3.86752931360107	71.2332979783434	4048462
Bacteroides fragilis 3_1_12	Bacteria	2.95698535925564	12.5687259668199	5530115
Bacteroides cellulosilyticus DSM 14838 	Bacteria	2.92975158141186	32.4201919994862	6726268
Ruminococcus lactaris ATCC 29176  	Bacteria	2.57296525486906	77.6398075271043	2729735
Prevotella buccalis ATCC 35310	Bacteria	2.2465052517155	5.23747668476951	3033961
