Reference Name	Group	Depth	Breadth	Total reference bases
Bacteroides ovatus SD CMC 3f	Bacteria	125.266903739315	80.6912158156144	6775279
Bacteroides sp. 2_2_4	Bacteria	87.8830206018005	71.9117577476784	7101224
Bacteroides sp. 3_1_23 	Bacteria	87.0067765465912	76.9245716911409	6520178
Bacteroides ovatus ATCC 8483 	Bacteria	81.4114447711332	74.0269982109396	6463169
Bacteroides vulgatus PC510	Bacteria	66.0412672579763	81.6435026691333	4781702
Bacteroides vulgatus ATCC 8482 	Bacteria	65.86	77.5504053793111	5163189
Bacteroides sp. 4_3_47FAA  	Bacteria	62.319821238009	73.0786683370305	5344145
Bacteroides sp. D2  	Bacteria	41.823671570786	42.0154466198614	17733459
Bacteroides sp. 2_1_22  	Bacteria	25.4660138630887	49.5029738026656	5912968
Bacteroides sp. D1	Bacteria	25.0136737338147	48.8890154644531	5986762
Bacteroides xylanisolvens SD CC 1b 	Bacteria	23.772352373308	48.8993387913684	6059812
Bacteroides ovatus SD CC 2a	Bacteria	23.6343719263403	48.7868000353046	6050198
Parabacteroides sp. D13  	Bacteria	13.6738996222054	64.6840555530318	5327234
Bacteroides finegoldii DSM 17565  	Bacteria	13.3383909833485	27.5867945703938	4881901
Bacteroides sp. 2_1_7 	Bacteria	13.0922406965642	72.7282973362026	5137215
Parabacteroides distasonis ATCC 8503 	Bacteria	11.79	77.6824897809963	4811379
Bacteroides sp. 3_2_5  	Bacteria	11.608406319668	81.4623928260784	5131029
Bacteroides sp. 9_1_42FAA	Bacteria	11.4216875032458	30.834141375481	5622644
Burkholderiales bacterium 1_1_47	Bacteria	11.1796108188833	85.1017433377026	2655653
Bacteroides sp. 20_3 	Bacteria	10.1255495738101	50.0624967282045	5749901
Bacteroides fragilis 638R	Bacteria	9.8	80.6817490244497	5373121
Ruminococcus gnavus ATCC 29149  	Bacteria	9.70852448277526	79.5696406904687	3501911
Bacteroides sp. 2_1_16  	Bacteria	9.46885512444955	80.7066149722382	10446000
Bacteroides sp. 3_1_19 	Bacteria	9.45966746449031	69.5358540649388	5250116
Bacteroides fragilis YCH46 	Bacteria	9.09558925548721	79.2680084127441	5310990
Clostridium nexile DSM 1787  	Bacteria	8.48247562299664	77.7514519494351	3861016
Bacteroides dorei DSM 17855 	Bacteria	7.97108107339815	32.4874885381452	5487768
Bacteroides plebeius DSM 17135 	Bacteria	7.62433500236581	6.7431384806904	4421324
Bacteroides sp. 3_1_33FAA  	Bacteria	6.6602330268656	30.2956586618481	10802660
Bacteroides coprocola DSM 17136 	Bacteria	5.60100413281724	6.65746038345597	4295617
Bacteroides dorei 5_1_36/D4	Bacteria	5.51838554516885	29.8952867209894	5501690
Bacteroides sp. D4 	Bacteria	5.51564205031273	29.7703357985306	5530727
Bacteroides sp. 2_1_33B  	Bacteria	5.43697443976009	53.605587751822	4891699
Bacteroides fragilis 3_1_12	Bacteria	5.04066060289886	9.87456861204514	5530115
Bacteroides sp. 1_1_6  	Bacteria	4.97927157605827	10.5018026288001	6695222
Bacteroides intestinalis DSM 17393 	Bacteria	4.6286010762985	3.67650508971688	6052596
Bacteroides coprophilus DSM 18228 	Bacteria	3.9703802649916	4.52523873391462	3855443
Bacteroides stercoris ATCC 43183 	Bacteria	2.82721465648383	7.70088213968322	4009229
Ruminococcus sp. 5_1_39BFAA	Bacteria	2.32661422064582	71.3222211435732	3801051
Alistipes putredinis DSM 17216  	Bacteria	2.01969470696245	5.50575360860402	2549878
Bacteroides thetaiotaomicron VPI-5482 	Bacteria	1.81262589421074	8.04884610049355	6293399
Parabacteroides johnsonii DSM 18315 	Bacteria	1.69152942020772	2.82910378865965	4612238
Bacteroides uniformis ATCC 8492	Bacteria	1.56596528517828	6.04846257541804	9434414
Blautia hansenii DSM 20583 	Bacteria	1.46790458338915	55.3715240396945	3053221
Parabacteroides merdae ATCC 43184 	Bacteria	1.40804773237163	5.854539735647	4431877
Bacteroides caccae ATCC 43185  	Bacteria	1.38249850705856	23.8021089139667	4564814
Bacteroides sp. 1_1_14 	Bacteria	1.33146072613281	7.47572607696918	6446424
Bifidobacterium pseudocatenulatum DSM 20438  	Bacteria	1.1437393309985	55.7296746627051	2304808
Prevotella bivia JCVIHMP010	Bacteria	1.08436157829958	11.8645521920186	2424432
Collinsella aerofaciens ATCC 25986  	Bacteria	0.87854187253496	42.4097359325439	2439869
Bacteroides eggerthii DSM 20697 	Bacteria	0.877789056224416	3.95872515019312	4157980
Fusobacterium ulcerans ATCC 49185  	Bacteria	0.829600717774132	42.0168719978192	3437293
Clostridium bolteae ATCC BAA-613  	Bacteria	0.786384895015821	37.2418708101952	6556988
Veillonella dispar ATCC 17748  	Bacteria	0.678171080811522	9.79487065611436	2116567
Bacteroides capillosus ATCC 29799 	Bacteria	0.648371075093833	17.5823631794878	4241853
Coprococcus comes ATCC 27758  	Bacteria	0.604397991302643	9.15751108009935	3238915
Clostridium sp. M62/1  	Bacteria	0.526558194802782	17.7302363976002	3842594
Prevotella buccalis ATCC 35310	Bacteria	0.504307936061143	2.79291658660082	3033961
Prevotella timonensis CRIS 5C-B1	Bacteria	0.489264581285069	10.0580923132386	2796067
Prevotella marshii DSM 16973	Bacteria	0.478297916899472	1.12918942953663	2559358
Prevotella tannerae ATCC 51259 	Bacteria	0.476284842846408	1.05373029506539	2582919
Faecalibacterium prausnitzii A2-165 	Bacteria	0.417273955977719	19.8458606702243	3080849
Ruminococcus obeum ATCC 29174  	Bacteria	0.393750594530649	14.4446394026774	3624708
Veillonella parvula DSM 2008  	Bacteria	0.35	5.95246470450842	2132142
Bacteroides cellulosilyticus DSM 14838 	Bacteria	0.338023422498182	1.12316369196113	6726268
Faecalibacterium prausnitzii M21/2  	Bacteria	0.334277455297966	16.8864685225343	3126983
Anaerotruncus colihominis DSM 17241 	Bacteria	0.3311938730072	6.90284300038076	3718888
Thermosinus carboxydivorans Nor1  	Bacteria	0.32905254182507	1.14365344833195	2889774
Clostridium sp. SS2/1 	Bacteria	0.323128830918631	4.50114137699311	3141381
Clostridiales bacterium 1_7_47FAA strain 	Bacteria	0.317670724312874	12.4664706920768	6514450
Acidaminococcus sp. D21 	Bacteria	0.316427330744944	2.30230556598941	2238973
Megasphaera micronuciformis	Bacteria	0.306151024759858	2.46340264823862	1764267
Acidaminococcus fermentans DSM 20731 	Bacteria	0.3	2.30421986042393	2329769
Roseburia inulinivorans DSM 16841  	Bacteria	0.286394534517059	5.20101213744874	4048462
Eubacterium dolichum DSM 3991  	Bacteria	0.283892350121185	13.381843846912	2190453
Clostridium asparagiforme DSM 15981  	Bacteria	0.248802401712874	12.0367117040045	6224391
Mollicutes bacterium D7  	Bacteria	0.243615018349336	13.3439742006242	3490317
Veillonella parvula ATCC 17745	Bacteria	0.242830786425345	5.82817534584439	2163473
Clostridium ramosum DSM 1402 	Bacteria	0.235387812828943	14.0113979402095	3234795
Escherichia coli FVEC1412 	Bacteria	0.229928997447164	18.6991921176544	5234178
Veillonella sp. 6_1_27 	Bacteria	0.227236533796291	6.52043643721904	2174425
Escherichia coli FVEC1302 	Bacteria	0.225839515083596	18.5297628567608	5339642
Escherichia coli MS 198-1 	Bacteria	0.224521146503028	18.2884238685853	5269973
Ruminococcus lactaris ATCC 29176  	Bacteria	0.220827138898098	6.61529415859049	2729735
Veillonella sp. 3_1_44 	Bacteria	0.220490792980497	6.37105042020691	2163458
Megasphaera genomosp. type_1 str. 28L 	Bacteria	0.209553220171278	1.42602495543672	1726197
Bifidobacterium catenulatum DSM 16992  	Bacteria	0.203734260448138	11.6028777285979	2058429
Ruminococcus torques ATCC 27756  	Bacteria	0.191155962277954	6.88280598056659	2739406
Streptococcus gallolyticus UCN34 	Bacteria	0.19	1.80585313523141	2350911
Clostridium spiroforme DSM 1552  	Bacteria	0.185173095751321	2.55447191109817	2507485
Clostridium hathewayi DSM 13479  	Bacteria	0.185114537329254	8.17595360494906	6626224
Clostridium bartlettii DSM 16795  	Bacteria	0.179172382511131	4.27022709041084	2971856
Eubacterium rectale ATCC 33656 	Bacteria	0.17	6.99852305355417	3449685
Eubacterium biforme DSM 3989  	Bacteria	0.166072241630518	3.17506374383258	2415920
Eubacterium hallii DSM 3353  	Bacteria	0.163175072227374	4.11133893812086	3290996
